37.2210533,-121.9770274
37.222421,-121.984476
37.223519,-121.983839
37.2273474,-121.9811222
37.2274445,-121.9821489
37.228194,-121.980771
37.251698,-121.909318
37.255988,-122.035363
37.256001,-122.035156
37.2564846,-122.0351643
37.2631119,-121.9175001
37.2673475,-121.866689
37.270206,-121.906676
37.278406,-121.949819
37.2928537,-121.9315665
37.2931572,-121.9360647
37.293522,-121.912222
37.293653,-121.989219
37.2968561,-121.9137442
37.297655,-121.984341
37.302108,-121.8050125
37.3038841,-121.8974247
37.3042801,-121.8619477
37.308268,-121.900434
37.3106187,-122.0320791
37.312506,-122.033544
37.3236195,-122.0397128
37.328108,-122.013759
37.332149,-121.888045
37.333526,-122.014826
37.334169,-121.903047
37.3344806,-122.0143603
37.3522664,-121.9754069
37.3523797,-121.9998831
37.384714,-122.082841
37.3861262,-121.9723315
37.3861262,-121.9723315
37.390917,-122.080327
37.391382,-122.0805762
37.394037,-121.945459
37.394259,-122.028626
37.3943011,-122.0785104
37.3944043,-122.0784419
37.39458,-122.078375
37.394748,-122.078463
37.395117,-121.945931
37.3977689,-122.075952
37.398974,-122.110652
37.4082728,-122.1212474
37.42582,-122.145232
37.4278065,-122.149112
37.428951,-122.253071
37.4381851,-122.1585488
37.4386281,-122.1604156
37.4423571,-122.1593066
37.443509,-122.160903
37.4439299,-122.163744
37.443991,-122.163871
37.444236,-122.1684531
37.4462934,-122.1612244
37.4472975,-122.1579639
37.4480504,-122.1595231
37.448092,-122.159487
37.4488948,-122.1585313
37.4498534,-122.1860563
37.449903,-122.186062
37.45264,-122.183328
37.4593141,-122.1942594
37.46019,-122.14237
37.462931,-122.430922
37.464903,-122.429328
37.471438,-122.139624
37.4858012,-122.2292483
37.485997,-122.225739
37.486369,-122.226839
37.4865705,-122.2281182
37.4866032,-122.2272708
37.4866089,-122.2271234
37.48678,-122.227923
37.493316,-122.453692
37.495685,-122.46227
37.5025464,-122.2566978
37.5036286,-122.4841035
37.5046882,-122.2588832
37.504822,-122.259172
37.5056476,-122.4811164
37.5090458,-122.2613248
37.5097645,-122.2636395
37.5121038,-122.2664907
37.5123843,-122.2668158
37.5175514,-122.2727959
37.5200087,-122.275695
37.529808,-122.256477
37.543093,-122.02621
37.544616,-122.270794
37.54471,-122.292082
37.544987,-122.291394
37.55902,-122.276695
37.559119,-122.278669
37.5610571,-122.0124362
37.562317,-122.319336
37.562935,-122.3195645
37.5631672,-122.3241442
37.563251,-122.3240265
37.5635481,-122.3236311
37.563664,-122.324717
37.5639723,-122.3246448
37.564014,-122.322617
37.5640678,-122.3247207
37.5640745,-122.3273031
37.564077,-122.324231
37.5641095,-122.3246602
37.56445,-122.322313
37.5644754,-122.3236874
37.5645555,-122.3237431
37.5646599,-122.321879
37.5657712,-122.322862
37.5658423,-122.3200092
37.5659459,-122.3229089
37.5661275,-122.3230554
37.566313,-122.322874
37.56653,-122.323549
37.566768,-122.32337
37.56703,-122.3241013
37.567144,-122.324651
37.5717278,-122.0657042
